ID,Title,Creator,Tags,Published Time,Duration,Description,View Count,Like Count,Like Rate,Comment Count,Error,YouTube Links,Archive URL
Fc6hYABE0Xs,Amer Ammouri,youboob83,"['guitar', 'oud', 'ud', 'amer', 'ammouri', 'sabah', 'saba7', 'fakhri', 'fakhry', 'concert', 'taqsim', 'music', 'arab', 'arabic', 'syria', 'syrian']",2006-05-08T14:42:18Z,PT7M17S,"Syrian musician Amer Ammouri playing an amazing Taqsim (improvisation) on the Oud.  This clip is part of a Sabah Fakhri concert.

Clip is from:
http://www.mikeouds.com/",30057,101,,12,,https://www.youtube.com/watch?v=Fc6hYABE0Xs,https://archive.org/details/youtube-Fc6hYABE0Xs
my2Kyae7m6M,Grand National - "Drink to Moving On",scaremongering,"['Grand', 'National', 'Drink', 'to', 'Moving', 'On', 'Music', 'Video']",2006-05-08T18:34:08Z,PT3M29S,Grand National - "Drink to Moving On",197598,942,,58,,https://www.youtube.com/watch?v=my2Kyae7m6M,https://archive.org/details/youtube-my2Kyae7m6M
dkDkWfSdEzk,nirvana-floyd the barber,RIPKURTCOBAIN420,"['nirvana', 'live', 'floyd', 'barber']",2006-05-11T18:53:42Z,PT2M11S,an early preformance of floyd the barber,34351,113,,16,,https://www.youtube.com/watch?v=dkDkWfSdEzk,https://archive.org/details/youtube-dkDkWfSdEzk
#NAME?,Statue of Liability,rodc2006,"['R&D', 'abba', 'music', 'character', 'animation', 'CGI', 'dance', 'humor', 'observation', 'crown', 'torch', 'statue', 'liberty', 'public', 'liability', 'sing', 'maya', 'after', 'effects', 'shaun', 'tan', 'the', 'rabbits', 'cartoon', 'animated']",2006-05-12T12:11:39Z,PT40S,"Statue of Liability 
Music is Fernando by Abba

The more recent sequel 'Statue of Liability Serenade' is now past 100,000 views but it appears no one has discovered the many secrets hidden in this video.
https://www.youtube.com/watch?v=Xh_QryUZIrM
Best viewed on a larger screen and if you discover anything be the first to leave a comment!
Statue of Liability Serenade ...look, and then look a little closer:)


This video was a research and development project. Statue uses only two deforming surfaces. Animated in Maya.
Composite and sound mix in After Effects.
Rod Clifton
Melbourne Australia

Disclaimer:  Non profit use of sound track. I do not own the rights to the Fernando by Abba",30904638,969945,,65456,,https://www.youtube.com/watch?v=-BE6GyHcASE,https://archive.org/details/youtube--BE6GyHcASE
kZpIcDY6ZJI,nirvana-lounge act,RIPKURTCOBAIN420,"['lounge', 'act', 'nirvana', 'live']",2006-05-12T14:11:25Z,PT2M43S,lounge act,80768,231,,46,,https://www.youtube.com/watch?v=kZpIcDY6ZJI,https://archive.org/details/youtube-kZpIcDY6ZJI
0SvNXBMimBg,Marcos Hernandez,Park City Television,"['Marcos', 'Hernandez', 'music', 'pctv', 'utah', 'park', 'city']",2006-05-12T20:55:56Z,PT6M13S,"Latin music star Marcos Hernandez talks about his career and where his love of music came from.

For more great music, sports and features, watch PCTV live at www.parkcity.tv.",6452,26,,1,,https://www.youtube.com/watch?v=0SvNXBMimBg&pp=ygUlTWFyY29zIEhlcm5hbmRleiBQYXJrIENpdHkgVGVsZXZpc2lvbg%3D%3D,https://archive.org/details/prkcitut-Marcos_Hernandez
75xciyVRPTQ,Naseer Shamma - "Ya-msaharni",youboob83,"['oud', 'ud', 'naseer', 'shamma', 'ensemble', 'arab', 'arabic', 'music', 'sayed', 'mekkawi', 'guitar']",2006-05-15T04:48:32Z,PT4M1S,"This is Iraqi musician Nasser Shamma and The Ouyoon Ensemble playing ""Ya-msaharni"" by Sayed Mekkawi.

Clip from www.orientaltunes.com",151843,221,,31,,https://www.youtube.com/watch?v=75xciyVRPTQ,https://archive.org/details/youtube-75xciyVRPTQ
nTA7gM4x_bE,Nazem El-Ghazali - "Ma Rida",youboob83,"['nazem', 'el', 'ghazali', 'arabic', 'arab', 'singer', 'music', 'iraq', 'iraqi']",2006-05-15T06:57:15Z,PT4M14S,"This is Iraqi singer Nazem El Ghazali's video for his song ""Ma Rida"".

Clip from www.orientaltunes.com",318341,301,,30,,https://www.youtube.com/watch?v=nTA7gM4x_bE,https://archive.org/details/youtube-nTA7gM4x_bE
xGylp9awNzo,Iran Sacred Defence Week '84,noaccess,"['iran', 'iranian', 'iraq', 'persia', 'persian', 'war', 'memorial', 'defence', 'holy', 'military', 'music']",2006-05-15T17:22:39Z,PT5M,"http://www.iranmilitaryforum.net
Sacred Defence Week '84",9162,36,,3,,https://www.youtube.com/watch?v=xGylp9awNzo,https://archive.org/details/youtube-xGylp9awNzo
cmbhfI8f_Ek,David Lee Roth - California Girls (Music Video),jonboy122,"['David', 'Lee', 'Roth', 'California', 'Girls', 'Van', 'Halen']",2006-05-16T08:32:17Z,PT4M31S,Music video of "California Girls" of of DLR's 1985 EP "Crazy From the Heat".,4707087,29535,,2239,,https://www.youtube.com/watch?v=cmbhfI8f_Ek,https://archive.org/details/youtube-cmbhfI8f_Ek
Z7gr5PgRPXs,Golden Spiral = Water fuel Joe Cell,lulu7777,"['joe', 'cell', 'water', 'energy', 'free']",2006-05-19T06:46:14Z,PT12S,"Run your car on free water energy:

http://joecell.cloud.prohosting.com/

8",8457,5,,1,,https://www.youtube.com/watch?v=Z7gr5PgRPXs,https://archive.org/details/youtube-Z7gr5PgRPXs
EZBnILpFhoo,Politics in the US - Music Video,dna1987,"['bush', 'usa', 'america', 'music', 'video', 'politics', 'regan', 'nixon', 'president', 'john', 'kerry', 'nazi', 'terror']",2006-05-22T22:35:19Z,PT3M27S,"Music video made by anonymous.

Posted up my ""me"". Lol. It's concerned with American politics.",6480,39,,3,,https://www.youtube.com/watch?v=EZBnILpFhoo,https://archive.org/details/youtube-EZBnILpFhoo
g2EfAd4shrU,Brenn Hill - Live in Park City,Park City Television,"['Brenn', 'Hill', 'country', 'music', 'guitar', 'pctv', 'park', 'city', 'television', 'utah']",2006-05-23T00:00:00Z,PT3M13S,Country star Brenn Hill plays live on Park City Television.,9756,23,,6,,https://www.youtube.com/watch?v=g2EfAd4shrU,https://archive.org/details/prkcitut-Brenn_Hill_-_Live_in_Park_City
SuXLElEDEKI,Colin Hay - Overkill (Live Acoustic),Park City Television,"['Colin', 'Hay', 'Men', 'at', 'Work', 'pctv', 'overkill', 'music', 'utah', 'park', 'city', 'television']",2006-05-23T00:00:00Z,PT2M16S,"The former Men at Work singer performs ""Overkill"" on Park City Television.\r\n\r\nFor more, watch PCTV live at www.parkcity.tv.",1895210,3915,,542,,https://www.youtube.com/watch?v=SuXLElEDEKI,https://archive.org/details/prkcitut-Colin_Hay_-_Overkill_Live_Acoustic
2I6QGdlr97A,Die Gamers Wollen Singen,LordofKeeper,"['Singen', 'Lernen']",2006-05-23T19:13:59Z,PT1M43S,Sie Haben Gerade Keine Anung wie das geht aber Egal,902,6,,2,,https://www.youtube.com/watch?v=2I6QGdlr97A,https://archive.org/details/youtube-2I6QGdlr97A
izVgIsNyeeU,Reel Big Fish,Park City Television,"['Reel', 'Big', 'Fish', 'music', 'pctv', 'park', 'city', 'television', 'news', 'utah']",2006-05-23T22:45:12Z,PT7M14S,"The ska band rolls through Utah bringing their unique blend of music and humor.

For more great music, sports and features, watch PCTV live at www.parkcity.tv.",84889,68,,13,,https://www.youtube.com/watch?v=izVgIsNyeeU&pp=ygUiUmVlbCBCaWcgRmlzaCBQYXJrIENpdHkgVGVsZXZpc2lvbg%3D%3D,https://archive.org/details/prkcitut-Reel_Big_Fish
PYf91xNl6Aw,Mix Faster!! [Beastie Boys - 3 M.C.'s & 1 DJ] meMIX,file83,"['Beastie', 'Boys', 'beastieboys', 'Mix', 'Master', 'Mike', 'mixmastermike', 'mixmaster', 'adrock', 'mca', 'miked', 'marioc', 'memix', 'file83']",2006-05-27T05:20:05Z,PT2M,"Shameless self video to the Beastie Boys' classic song, ""3 M.C.'s & 1 DJ"". 
It's sped up 1.5x + plenty of extra visuals for those fast moving eyes out there...",9332,43,,12,,https://www.youtube.com/watch?v=PYf91xNl6Aw,https://archive.org/details/youtube-PYf91xNl6Aw
mYgt6Yz0xtk,trust howard,rocsims,"['howard', 'trust', 'symons', 'redsymons', 'red']",2006-05-30T06:06:51Z,PT1M10S,The Australian Prime Minister sings,32581,149,,38,,https://www.youtube.com/watch?v=mYgt6Yz0xtk,https://archive.org/details/youtube-mYgt6Yz0xtk
aMFhjYdInBU,nirvana-nobody knows im new wave,RIPKURTCOBAIN420,"['nirvana', 'new', 'wave']",2006-05-31T01:15:27Z,PT3M5S,A rare song by nirvana,105316,551,,153,,https://www.youtube.com/watch?v=aMFhjYdInBU,https://archive.org/details/youtube-aMFhjYdInBU
cn73Wtem0No,Barnes & Barnes - Fish Heads,eenik,"['fish', 'heads', 'Barnes', 'Dr', 'Demento', 'bill', 'paxton', 'Fish Heads (song)', 'Song', 'Aquarium', 'arty', 'art', 'sweaters', 'dancers', 'fun']",2006-06-04T04:18:30Z,PT4M44S,The Legendary Barnes and Barnes 80's Classic  "Fish Heads" Video . This song and video has become a cult classic loved by Dr. Demento Radio Show and Barnes&Barnes fans around the world.. THIS FABULOUS '80s CLASSIC IS NOW AVAILABLE AT iTunes !! .,2256712,21020,,385,,https://www.youtube.com/watch?v=cn73Wtem0No,https://archive.org/details/youtube-cn73Wtem0No
S-BuS7cokyk,What Makes Pop Music Popular? - From History's Hidden Engine,Socionomics Institute,"['pop', 'music', 'trend', 'Britney', 'Spears', 'Beatles', 'Jimi', 'Hendrix', 'radio', 'stocks', 'socionomics', 'punk', 'sex', 'pistols', 'anarchy', 'disco', 'rock', 'metal']",2006-06-08T18:21:54Z,PT3M19S,"http://www.socionomics.net
This three minute montage follows music trends from the Beatles to Jimi Hendrix to Britney Spears, revealing a startling connection between pop culture and finance. As market analyst Robert Prechter observes, ""You can almost hear the Dow going up and down over the airwaves."" After this video, check out additional resources on the new science of socionomics at http://www.socionomics.net.

Watch the full documentary, History's Hidden Engine, at http://www.socionomics.net/hhe/free

Read more about how popular music expresses social mood at http://www.socionomics.net/2014/07/article-melody-and-mood-an-update-on-the-socionomics-of-popular-music/

For a socionomic look at popular culture and stocks, read Robert Prechter's seminal essay at http://www.socionomics.net/free-socionomics-reports/popular-culture/",19001,55,,3,,https://www.youtube.com/watch?v=S-BuS7cokyk,https://archive.org/details/youtube-S-BuS7cokyk
ycKaGjgUCoU,"Green Day 2,000 lightyears away",punxgd,"['green', 'day', 'live', '2000', 'light', 'years', 'away', 'billie', 'joe', 'mike', 'tre']",2006-06-08T22:37:23Z,PT4M2S,green day live,710415,3032,,667,,https://www.youtube.com/watch?v=ycKaGjgUCoU,https://archive.org/details/youtube-ycKaGjgUCoU
9_EyXPs2_Jk,Monkey To Man,Kevin Kunreuther,"['Costello', 'monkey', 'comedy', 'bikinis', 'gorillas', 'evolution']",2006-06-12T21:13:53Z,PT3M50S,"Hilarious music video by Elvis Costello from album, The Delivery Man - lotsa sexy bikini girls and people in gorilla suits and a lesson in evolution so if your not careful you might learn something before it's done, hmmmph!",162279,489,,65,,https://www.youtube.com/watch?v=9_EyXPs2_Jk,https://archive.org/details/youtube-9_EyXPs2_Jk
LU2yt6wOoK0,6 Flags Commercial,kimkeyy,"['six', 'flags', 'commercial', 'we', 'like', 'to', 'party', 'vengaboys', 'dancing', 'old', 'guy', 'techno', 'song', 'music', 'six flags', '6 flags', 'we like to party', 'old guy', 'old guy dancing', 'six flags commercial', '6 flags commercial']",2006-06-13T03:34:46Z,PT1M1S,"old six flags commercial

Song: ""We Like To Party"" by the Vengaboys",6672160,36439,,6104,,https://www.youtube.com/watch?v=LU2yt6wOoK0,https://archive.org/details/youtube-LU2yt6wOoK0
oJuu2RfckyE,Big Me Weezer Cover,creatan,"['Weezer', 'Foo', 'Fighters', 'Foozer', 'Big', 'Me']",2006-06-13T10:46:53Z,PT2M5S,"Weezer covering Foo Fighters during the Foozer tour.

ripped from weerez.com",50383,256,,44,,https://www.youtube.com/watch?v=oJuu2RfckyE,https://archive.org/details/youtube-oJuu2RfckyE
tqF7KNSLZ4U,The Five Browns,Park City Television,"['five', 'browns', 'piano', 'music', 'utah', 'park', 'city', 'television', 'pctv', '5 browns', 'five browns']",2006-06-14T23:22:06Z,PT7M5S,"The piano-playing family talk about how they got their start, and what they're up to next.

For more sports, music & news, be sure to tune in to Park City Television at www.parkcity.tv.",125929,125,,49,,https://www.youtube.com/watch?v=tqF7KNSLZ4U&pp=ygUkVGhlIEZpdmUgQnJvd25zIFBhcmsgQ2l0eSBUZWxldmlzaW9u,https://archive.org/details/prkcitut-The_Five_Browns
marAJawq_4g,Jazz Saxophonist Eric Darius,Park City Television,"['jazz', 'music', 'eric', 'darius', 'saxophone', 'sax', 'park', 'city', 'utah', 'pctv', 'television']",2006-06-15T18:44:49Z,PT5M18S,"Jazzman Eric Darius brings his sax to Park City, and talks about his career and his music.",103104,89,,44,,https://www.youtube.com/watch?v=marAJawq_4g&pp=ygUxSmF6eiBTYXhvcGhvbmlzdCBFcmljIERhcml1cyBQYXJrIENpdHkgVGVsZXZpc2lvbg%3D%3D,https://archive.org/details/prkcitut-Jazz_Saxophonist_Eric_Darius
nZUIxGJ-ykI,Maxell Cassette Ad. with Pete Murphy,NoneMoreNegative,"['bauhaus', 'murphy', 'cassette', 'maxell', 'advert']",2006-06-16T09:45:20Z,PT29S,A 30 second advert for Maxell tapes featuring the Bauhaus frontman...,50179,136,,34,,https://www.youtube.com/watch?v=nZUIxGJ-ykI,https://archive.org/details/youtube-nZUIxGJ-ykI
8DR6VgymKao,Lyfe - Must Be Nice (LIVE),Park City Television,"['Lyfe', 'Jennings', 'music', 'soul', 'r&b', 'sundance', 'film', 'festival', 'park', 'city', 'television', 'pctv', 'utah']",2006-06-16T21:10:19Z,PT4M30S,"Lyfe performs on Park City Television while in town for the 2006 Sundance Film Festival.

For more music, sports and news, check out PCTV live online at www.parkcity.tv.",203077,751,,50,,https://www.youtube.com/watch?v=8DR6VgymKao&pp=ygUvTHlmZSAtIE11c3QgQmUgTmljZSAoTElWRSkgUGFyayBDaXR5IFRlbGV2aXNpb24%3D,https://archive.org/details/prkcitut-Lyfe_-_Must_Be_Nice_LIVE
VvarMpseJrQ,The Brobecks Do Europe,Park City Television,"['Brobecks', 'music', 'Europe', 'Final', 'Countdown', 'park', 'city', 'television', 'utah', 'pctv', 'funny', 'parody', 'classic', 'spoof']",2006-06-16T21:12:14Z,PT56S,"Salt Lake City band The Brobecks had some extra time to kill when appearing on Park City Television.  The filled it with ""The Final Countdown.""

For more sports, music & local news, watch Park City Television live at www.parkcity.tv.",2692,73,,16,,https://www.youtube.com/watch?v=VvarMpseJrQ&pp=ygUrVGhlIEJyb2JlY2tzIERvIEV1cm9wZSBQYXJrIENpdHkgVGVsZXZpc2lvbg%3D%3D,https://archive.org/details/prkcitut-The_Brobecks_Do_Europe
xDpGhRTEjL4,Lyfe  (LIVE),Park City Television,"['Lyfe', 'Jennings', 'music', 'soul', 'r&b', 'sundance', 'film', 'festival', 'park', 'city', 'television', 'pctv', 'utah']",2006-06-16T21:12:23Z,PT4M28S,"Lyfe performs on Park City Television while in town for the 2006 Sundance Film Festival.

For more music, sports and news, check out PCTV live online at www.parkcity.tv.",24860,83,,16,,https://www.youtube.com/watch?v=xDpGhRTEjL4&pp=ygUgTHlmZSAoTElWRSkgUGFyayBDaXR5IFRlbGV2aXNpb24%3D,https://archive.org/details/prkcitut-Lyfe_LIVE
,Foo Fighters @ Hyde Park - with Roger Taylor & Brian May,Reuben Gotto,,2006-06-18T00:00:00Z,,Foo Fighters at Hyde Park in London on Saturday 17th June 2006.,,,,,Deleted,https://www.youtube.com/watch?v=6VtS70lrGo0,https://archive.org/details/youtube-6VtS70lrGo0
xPniZm1aHfs,Hyde Park - Foofighters With Lemmy,darksazzo,"['hyde', 'park', 'foofighters', 'lemmy', 'probot']",2006-06-18T13:14:31Z,PT15S,For the encore Roger Taylor and Brian May of Queen joined them onstage to play Tie Your Mother Down.. pretty poor sound quality clip but thought people might like to see it anyway!,2195,0,,0,,https://www.youtube.com/watch?v=xPniZm1aHfs,https://archive.org/details/youtube-xPniZm1aHfs
EXZjxkHtooU,HYde Park - Foofighters,darksazzo,"['foofighters', 'dave', 'chris', 'nate', 'taylor', 'hyde', 'park']",2006-06-18T13:17:58Z,PT9S,Ahhh wasa grand night.....again no sound..sowwi,750,0,,0,,https://www.youtube.com/watch?v=EXZjxkHtooU,https://archive.org/details/youtube-EXZjxkHtooU
vVsug-SDchM,Hyde Park Crowd,darksazzo,"['foofighters', 'dave', 'chris', 'nate', 'taylor', 'hyde', 'park']",2006-06-18T13:56:05Z,PT22S,hehe lookies ...awes,146,0,,0,,https://www.youtube.com/watch?v=vVsug-SDchM,https://archive.org/details/youtube-vVsug-SDchM
cbVggC2bGJU,Margot & the Nuclear So & So's - LIVE on PCTV,Park City Television,"['Margot', 'Nuclear', 'music', 'power', 'pop', 'sundance', 'film', 'festival', 'park', 'city', 'television', 'pctv', 'utah', 'cool']",2006-06-20T22:14:58Z,PT3M56S,"Great band playing with a stripped down lineup for a live appearance on Park City Television during the 2006 Sundance Film Festival.

This is ""Jolene, We Almost Never Met""",15065,75,,8,,https://www.youtube.com/watch?v=cbVggC2bGJU&pp=ygUtTWFyZ290ICYgdGhlIE51Y2xlYXIgU28gJiBTbydzIC0gTElWRSBvbiBQQ1RW,https://archive.org/details/prkcitut-Margot_the_Nuclear_So_So_s_-_LIVE_on_PCTV
gaFm2_7VREU,Margot & the Nuclear So & So's - LIVE on PCTV (2),Park City Television,"['music', 'video', 'pctv', 'park', 'city', 'television', 'margot', 'nuclear', 'so', 'pop', 'powerpop', 'cello', 'guitar', 'live', 'utah']",2006-06-20T22:40:28Z,PT3M30S,More from their live in-studio performance at Park City Television during the 2006 Sundance Film Festival.,40471,151,,25,,https://www.youtube.com/watch?v=gaFm2_7VREU&pp=ygUxTWFyZ290ICYgdGhlIE51Y2xlYXIgU28gJiBTbydzIC0gTElWRSBvbiBQQ1RWICgyKQ%3D%3D,https://archive.org/details/prkcitut-Margot_the_Nuclear_So_So_s_-_LIVE_on_PCTV_2
eJ4grhxE5NE,Margot & the Nuclear So & So's - LIVE on PCTV (3),Park City Television,"['music', 'video', 'pctv', 'park', 'city', 'television', 'margot', 'nuclear', 'so', 'pop', 'powerpop', 'cello', 'guitar', 'live', 'utah']",2006-06-20T22:44:54Z,PT3M14S,More from their live in-studio performance at Park City Television during the 2006 Sundance Film Festival.,12970,35,,4,,https://www.youtube.com/watch?v=eJ4grhxE5NE&pp=ygUxTWFyZ290ICYgdGhlIE51Y2xlYXIgU28gJiBTbydzIC0gTElWRSBvbiBQQ1RWICgzKQ%3D%3D,https://archive.org/details/prkcitut-Margot_the_Nuclear_So_So_s_-_LIVE_on_PCTV_3
rg3Mih_Z3Ic,NEGATIVLAND Live part 2,Kevin Brown,"['Live', 'Music', 'concerts', 'Negativland', 'Universal', 'Media', 'Netweb', 'KevinBrownsvideos']",2006-06-22T09:37:57Z,PT9M41S,It's All In Your Head FM Live at The Great American Music Hall in S.F. 6-10-06  Terrible camera work because I was sketched out about filming because there were signs at the front door about not recording. Anyway It's all about listening and nobody else has any better footage on you tube yet!  This is part 2 of the best footage of set 1.,1374,9,,0,,https://www.youtube.com/watch?v=rg3Mih_Z3Ic,https://archive.org/details/youtube-rg3Mih_Z3Ic
Bl48UzWcKrI,Jihaku. Foo Fighters-Best of You,LifeDeathAnime,"['anime', 'music', 'video', 'amv', 'foo', 'fighters', 'jihaku', 'tyler', 'cool', 'best']",2006-06-24T00:58:31Z,PT4M38S,"If you would like to download this video or find a full list of the anime used in this video, it is available here: http://www.animemusicvideos.org/members/members_videoinfo.php?v=90488

(To clear things up, Tyler_yj is NOT me)

In my opinion this video is one of the best music videos ever made, including real-life videos made by the actual bands. Here's the comment the creator made when he posted it.



It's very difficult to comment on this video. The idea isn't really original, it's the same theme of the song, same theme of the original music video. 

It's a video about life in general, a confession about life, full of passion, rage, deception, determination, desire to fight, desire to give up. A complete theme, without judgment, just a backward step on the life, nothing else. 
Some people said me this video is really pessimistic, others said the message is very hopeful. I'm glad this video bring this ambiguity. 
Like in the real music video, I have put neutral scenes and elements, without explanation or reason... I love it. I have inset also real scenes of the Foo Fighters' singer to keep the side of a real music video. 

Hmm I can't successfully talk about this video, it's a feeling I can't explain correctly, watch it, explanations aren't necessary for this one ; I hope you enjoy it.

Common questions
1:02 (blonde guy) - Last Exile
1:06 (blue-haired girl) - Wonderful Days
1:44 (boy and girl) - Ah! My Goddess
1:50 (guy in football uniform) - Eyeshield 21
2:18 (blue haired girl) - Love Hina
2:47 (guy with wings) - Haibane Renmei
2:49 (guy with blue marks) - Rahxephon
3:14 (girl with cross earrings) - Kiddy Grade",1904892,17787,,3556,,https://www.youtube.com/watch?v=Bl48UzWcKrI,https://archive.org/details/youtube-Bl48UzWcKrI
